UserID,TargetItem,Peer1_34,Peer2_92210,Peer3_94786,Peer4_94739,Peer5_94405
1,99904,,,,,
134,99904,0.2833117723156535,,,,
903,99904,0.2833117723156535,,,,
1,119705,,,,,
134,119705,0.2833117723156535,,,,
903,119705,0.2833117723156535,,,,
